WARNING: lifecycle fault-injection test executable; not a product server
{"timestamp":"2026-09-21T17:02:44.603Z","level":"info","event":"server_starting","version":"0.2.0-dev-fault-test","model":"gem16","host":"127.0.0.1","port":"18087"}
{"timestamp":"2026-09-21T17:02:49.738Z","level":"info","event":"model_loaded","variant":"gemma4_unified_12b","native_path":"gemma4_unified_12b_sm120","weight_load_path":"canonical_safetensors_runtime_layout","weight_bytes":"9304895488","assistant_weight_bytes":"845714944","load_ms":"4529.057067"}
{"timestamp":"2026-09-21T17:02:49.756Z","level":"info","event":"execution_slots_admitted","slot_bytes":"2131071488","configured_slot_bytes":"4262142976","session_limit":"2","device_free_bytes":"4159897600","safety_margin_bytes":"734003200"}
{"timestamp":"2026-09-21T17:02:49.756Z","level":"info","event":"server_ready","host":"127.0.0.1","port":"18087","model":"gem16","session_limit":"2","max_queued_requests":"2","http_task_queue_limit":"20","startup_ms":"5152"}
{"timestamp":"2026-09-21T17:03:20.443Z","level":"info","event":"request_completed","request_id":"req_gem16_e0b98773a49539171e160132c932e2a5","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"226.229000","queue_wait_ms":"0.000000","request_bytes":"4194620"}
{"timestamp":"2026-09-21T17:03:20.462Z","level":"warning","event":"request_completed","request_id":"req_gem16_66e6435d2b36a047f1497cb262f5be2d","method":"POST","route":"/v1/chat/completions","status":"409","duration_ms":"10.606000","queue_wait_ms":"0.000000","request_bytes":"4194637"}
{"timestamp":"2026-09-21T17:03:20.492Z","level":"warning","event":"request_completed","request_id":"req_gem16_74330c125f364626c1f5b4c21f2c0905","method":"POST","route":"/v1/responses","status":"409","duration_ms":"10.551000","queue_wait_ms":"0.000000","request_bytes":"4194634"}
{"timestamp":"2026-09-21T17:03:20.527Z","level":"warning","event":"request_completed","request_id":"req_gem16_0a74a70f675771382c2215f7d35260ce","method":"POST","route":"/v1/chat/completions","status":"409","duration_ms":"15.774000","queue_wait_ms":"0.000000","request_bytes":"4194636"}
{"timestamp":"2026-09-21T17:03:20.556Z","level":"warning","event":"request_completed","request_id":"req_gem16_83af5b316cb181a453349d8a690f4157","method":"POST","route":"/v1/responses","status":"409","duration_ms":"15.612000","queue_wait_ms":"0.000000","request_bytes":"4194633"}
{"timestamp":"2026-09-21T17:03:20.794Z","level":"info","event":"request_completed","request_id":"req_gem16_4340cf0ba1980e19bf762ead2c2403c3","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"226.236000","queue_wait_ms":"0.000000","request_bytes":"4194620"}
{"timestamp":"2026-09-21T17:03:20.817Z","level":"warning","event":"request_completed","request_id":"req_gem16_29318e508d12ec98996fbfc170bfec6b","method":"POST","route":"/v1/chat/completions","status":"409","duration_ms":"14.111000","queue_wait_ms":"0.000000","request_bytes":"4194637"}
{"timestamp":"2026-09-21T17:03:20.844Z","level":"warning","event":"request_completed","request_id":"req_gem16_6289f9b808bc6bccc638539b1fb072c6","method":"POST","route":"/v1/responses","status":"409","duration_ms":"13.305000","queue_wait_ms":"0.000000","request_bytes":"4194634"}
{"timestamp":"2026-09-21T17:03:20.887Z","level":"warning","event":"request_completed","request_id":"req_gem16_ae473bf28e78ae414298187d8eef1226","method":"POST","route":"/v1/chat/completions","status":"409","duration_ms":"26.835000","queue_wait_ms":"0.000000","request_bytes":"4194636"}
{"timestamp":"2026-09-21T17:03:20.916Z","level":"warning","event":"request_completed","request_id":"req_gem16_b0a7bbf0d28f74af422a63b66194cb8b","method":"POST","route":"/v1/responses","status":"409","duration_ms":"13.930000","queue_wait_ms":"0.000000","request_bytes":"4194633"}
{"timestamp":"2026-09-21T17:03:21.162Z","level":"info","event":"request_completed","request_id":"req_gem16_fa4ac46a77ab91bdd4d1261ab0eb5ecf","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"231.766000","queue_wait_ms":"0.000000","request_bytes":"4194620"}
{"timestamp":"2026-09-21T17:03:21.197Z","level":"warning","event":"request_completed","request_id":"req_gem16_3ca25db0a5f7d72a002a5c0bc113e46a","method":"POST","route":"/v1/chat/completions","status":"409","duration_ms":"25.613000","queue_wait_ms":"0.000000","request_bytes":"4194637"}
{"timestamp":"2026-09-21T17:03:21.238Z","level":"warning","event":"request_completed","request_id":"req_gem16_4784a83bdb4d8cfd34e4c0a10da81f99","method":"POST","route":"/v1/responses","status":"409","duration_ms":"26.629000","queue_wait_ms":"0.000000","request_bytes":"4194634"}
{"timestamp":"2026-09-21T17:03:21.267Z","level":"warning","event":"request_completed","request_id":"req_gem16_49e49f312e1a1ee6949a82c1e593fe1b","method":"POST","route":"/v1/chat/completions","status":"409","duration_ms":"15.287000","queue_wait_ms":"0.000000","request_bytes":"4194636"}
{"timestamp":"2026-09-21T17:03:21.296Z","level":"warning","event":"request_completed","request_id":"req_gem16_20abbe8f111dccb311dd769eadec6537","method":"POST","route":"/v1/responses","status":"409","duration_ms":"15.246000","queue_wait_ms":"0.000000","request_bytes":"4194633"}
{"timestamp":"2026-09-21T17:03:21.536Z","level":"info","event":"request_completed","request_id":"req_gem16_c3197b41995cf3755ff4bdb16d988a2c","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"225.564000","queue_wait_ms":"0.000000","request_bytes":"4194620"}
{"timestamp":"2026-09-21T17:03:21.579Z","level":"warning","event":"request_completed","request_id":"req_gem16_d7fe9c875538044fb8cdc808fcac795a","method":"POST","route":"/v1/chat/completions","status":"409","duration_ms":"35.575000","queue_wait_ms":"0.000000","request_bytes":"4194637"}
{"timestamp":"2026-09-21T17:03:21.631Z","level":"warning","event":"request_completed","request_id":"req_gem16_9ea63f3176a345179f5f45f034384024","method":"POST","route":"/v1/responses","status":"409","duration_ms":"35.415000","queue_wait_ms":"0.000000","request_bytes":"4194634"}
{"timestamp":"2026-09-21T17:03:21.681Z","level":"warning","event":"request_completed","request_id":"req_gem16_d2e549f0c207e516f4e45e3155bf3623","method":"POST","route":"/v1/chat/completions","status":"409","duration_ms":"35.027000","queue_wait_ms":"0.000000","request_bytes":"4194636"}
{"timestamp":"2026-09-21T17:03:21.732Z","level":"warning","event":"request_completed","request_id":"req_gem16_3065a08164a82c0db7177b658b685fe6","method":"POST","route":"/v1/responses","status":"409","duration_ms":"35.636000","queue_wait_ms":"0.000000","request_bytes":"4194633"}
{"timestamp":"2026-09-21T17:03:21.974Z","level":"info","event":"request_completed","request_id":"req_gem16_6af10f046ea9ac514b4b06f9e78fda6a","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"227.450000","queue_wait_ms":"0.000000","request_bytes":"4194620"}
{"timestamp":"2026-09-21T17:03:21.990Z","level":"warning","event":"request_completed","request_id":"req_gem16_b56580d880e363e317e5d8c2c3c6d87a","method":"POST","route":"/v1/chat/completions","status":"409","duration_ms":"15.401000","queue_wait_ms":"0.000000","request_bytes":"42993"}
{"timestamp":"2026-09-21T17:03:22.012Z","level":"warning","event":"request_completed","request_id":"req_gem16_a27bc5d5a29175e764b48b0ffc7d2635","method":"POST","route":"/v1/responses","status":"409","duration_ms":"15.375000","queue_wait_ms":"0.000000","request_bytes":"42997"}
{"timestamp":"2026-09-21T17:03:22.034Z","level":"warning","event":"request_completed","request_id":"req_gem16_6e0febfa6420c5aecc300149cf2561d0","method":"POST","route":"/v1/chat/completions","status":"409","duration_ms":"15.355000","queue_wait_ms":"0.000000","request_bytes":"42992"}
{"timestamp":"2026-09-21T17:03:22.056Z","level":"warning","event":"request_completed","request_id":"req_gem16_5c0ccd77047c7239cb06cfd1b246334f","method":"POST","route":"/v1/responses","status":"409","duration_ms":"15.256000","queue_wait_ms":"0.000000","request_bytes":"42996"}
{"timestamp":"2026-09-21T17:03:22.390Z","level":"info","event":"request_completed","request_id":"req_gem16_49e84286f0b9644a3faa8e6bd5651844","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"326.995000","queue_wait_ms":"0.000000","request_bytes":"42976"}
{"timestamp":"2026-09-21T17:03:22.624Z","level":"info","event":"request_completed","request_id":"req_gem16_e3de39469357b6e68f8d1286faabab08","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"227.402000","queue_wait_ms":"0.000000","request_bytes":"4194620"}
{"timestamp":"2026-09-21T17:03:22.666Z","level":"warning","event":"request_completed","request_id":"req_gem16_d0876686188861c312e14f455c1daed1","method":"POST","route":"/v1/chat/completions","status":"409","duration_ms":"33.593000","queue_wait_ms":"0.000000","request_bytes":"4194724"}
{"timestamp":"2026-09-21T17:03:22.771Z","level":"info","event":"request_completed","request_id":"req_gem16_93672cdc67d04046b8d2345811e81e90","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"88.798000","queue_wait_ms":"0.000000","request_bytes":"4194724"}
{"timestamp":"2026-09-21T17:03:52.783Z","level":"error","event":"request_completed","request_id":"req_gem16_5f91eb1c9286ab21e397ecd7c518f449","method":"POST","route":"/v1/chat/completions","status":"503","duration_ms":"30003.755000","queue_wait_ms":"0.000000","request_bytes":"4194620"}
{"timestamp":"2026-09-21T17:03:53.181Z","level":"info","event":"request_completed","request_id":"req_gem16_7104a56aa061372e3a526576fb41d4a7","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"389.280000","queue_wait_ms":"0.000000","request_bytes":"4194620"}
{"timestamp":"2026-09-21T17:03:53.300Z","level":"warning","event":"request_completed","request_id":"req_gem16_c3ca8379f8c507261e299cf461a7a0b0","method":"POST","route":"/v1/chat/completions","status":"409","duration_ms":"118.085000","queue_wait_ms":"0.000000","request_bytes":"178"}
{"timestamp":"2026-09-21T17:03:53.383Z","level":"info","event":"request_completed","request_id":"req_gem16_465461969b03ffebae4486695371ef60","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"75.063000","queue_wait_ms":"0.000000","request_bytes":"147"}
{"timestamp":"2026-09-21T17:03:53.503Z","level":"warning","event":"request_completed","request_id":"req_gem16_3c30098951253beabdd628143e8d1b15","method":"POST","route":"/v1/responses","status":"409","duration_ms":"118.738000","queue_wait_ms":"0.000000","request_bytes":"145"}
{"timestamp":"2026-09-21T17:03:53.585Z","level":"info","event":"request_completed","request_id":"req_gem16_d3965875c0cc826fb4a6f760c62b80ce","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"76.174000","queue_wait_ms":"0.000000","request_bytes":"147"}
{"timestamp":"2026-09-21T17:03:53.605Z","level":"info","event":"request_completed","request_id":"req_gem16_257181f30df2271c7edcf434fa7eebf2","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"19.566000","queue_wait_ms":"0.000000","request_bytes":"177"}
{"timestamp":"2026-09-21T17:03:53.783Z","level":"info","event":"request_completed","request_id":"req_gem16_4c3297bb93baa305dbfd646e9789028c","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"83.580000","queue_wait_ms":"0.000000","request_bytes":"147"}
{"timestamp":"2026-09-21T17:03:53.805Z","level":"info","event":"request_completed","request_id":"req_gem16_a773fb700577c2c1001d2a6f34c6394a","method":"POST","route":"/v1/responses","status":"200","duration_ms":"20.246000","queue_wait_ms":"0.000000","request_bytes":"144"}
{"timestamp":"2026-09-21T17:03:53.900Z","level":"error","event":"request_completed","request_id":"req_gem16_7cfc6b21b64255075e91d0cbc335ea1a","method":"POST","route":"/v1/chat/completions","status":"500","duration_ms":"2.263000","queue_wait_ms":"0.000000","request_bytes":"147"}
{"timestamp":"2026-09-21T17:03:53.910Z","level":"info","event":"shutdown_requested","signal":"15"}
{"timestamp":"2026-09-21T17:03:53.911Z","level":"info","event":"shutdown_completed","signal":"15"}
