WARNING: lifecycle fault-injection test executable; not a product server
{"timestamp":"2026-09-12T08:08:17.498Z","level":"info","event":"server_starting","version":"0.2.0-dev-fault-test","model":"gem16","host":"127.0.0.1","port":"18087"}
{"timestamp":"2026-09-12T08:08:24.906Z","level":"info","event":"model_loaded","variant":"gemma4_unified_12b","native_path":"gemma4_unified_12b_sm120","weight_load_path":"canonical_safetensors_runtime_layout","weight_bytes":"9304895488","assistant_weight_bytes":"0","load_ms":"6610.650400"}
{"timestamp":"2026-09-12T08:08:24.959Z","level":"info","event":"execution_slots_admitted","slot_bytes":"2069889024","configured_slot_bytes":"4139778048","session_limit":"2","device_free_bytes":"4423942144","safety_margin_bytes":"734003200"}
{"timestamp":"2026-09-12T08:08:24.970Z","level":"info","event":"server_ready","host":"127.0.0.1","port":"18087","model":"gem16","session_limit":"2","max_queued_requests":"2","http_task_queue_limit":"20","startup_ms":"7472"}
{"timestamp":"2026-09-12T08:08:56.312Z","level":"info","event":"request_completed","request_id":"req_gem16_b4b6aaab4993b0dff9e6f18d627ca08e","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"254.668000","queue_wait_ms":"0.000000","request_bytes":"2359612"}
{"timestamp":"2026-09-12T08:08:56.415Z","level":"warning","event":"request_completed","request_id":"req_gem16_68212a5316b2519e61fe203c191b4e48","method":"POST","route":"/v1/chat/completions","status":"409","duration_ms":"61.074000","queue_wait_ms":"0.000000","request_bytes":"2359629"}
{"timestamp":"2026-09-12T08:08:56.508Z","level":"warning","event":"request_completed","request_id":"req_gem16_e76bfac1546e852f5978ff454fd5e918","method":"POST","route":"/v1/responses","status":"409","duration_ms":"44.893000","queue_wait_ms":"0.000000","request_bytes":"2359626"}
{"timestamp":"2026-09-12T08:08:56.601Z","level":"warning","event":"request_completed","request_id":"req_gem16_b76568828e597cc0d535bc3dde2cd5c1","method":"POST","route":"/v1/chat/completions","status":"409","duration_ms":"43.863000","queue_wait_ms":"0.000000","request_bytes":"2359628"}
{"timestamp":"2026-09-12T08:08:56.694Z","level":"warning","event":"request_completed","request_id":"req_gem16_1b11f8930e991524ae5ca54545182fdd","method":"POST","route":"/v1/responses","status":"409","duration_ms":"43.780000","queue_wait_ms":"0.000000","request_bytes":"2359625"}
{"timestamp":"2026-09-12T08:08:56.961Z","level":"info","event":"request_completed","request_id":"req_gem16_0aefc59329c20c202a896215d78c6863","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"250.030000","queue_wait_ms":"0.000000","request_bytes":"2359612"}
{"timestamp":"2026-09-12T08:08:57.008Z","level":"warning","event":"request_completed","request_id":"req_gem16_a0eb3d9b746ddf2444fb3991cdc72fd5","method":"POST","route":"/v1/chat/completions","status":"409","duration_ms":"29.787000","queue_wait_ms":"0.000000","request_bytes":"2359629"}
{"timestamp":"2026-09-12T08:08:57.087Z","level":"warning","event":"request_completed","request_id":"req_gem16_6e193cadafef73b7b699126173133337","method":"POST","route":"/v1/responses","status":"409","duration_ms":"40.573000","queue_wait_ms":"0.000000","request_bytes":"2359626"}
{"timestamp":"2026-09-12T08:08:57.179Z","level":"warning","event":"request_completed","request_id":"req_gem16_1d9c0bb3bdfec79715d0b56d14399b30","method":"POST","route":"/v1/chat/completions","status":"409","duration_ms":"43.610000","queue_wait_ms":"0.000000","request_bytes":"2359628"}
{"timestamp":"2026-09-12T08:08:57.272Z","level":"warning","event":"request_completed","request_id":"req_gem16_6c2fff58b3c22710cb143e9bff1540fd","method":"POST","route":"/v1/responses","status":"409","duration_ms":"44.294000","queue_wait_ms":"0.000000","request_bytes":"2359625"}
{"timestamp":"2026-09-12T08:08:57.553Z","level":"info","event":"request_completed","request_id":"req_gem16_edec5800fe02b3546c22f61238b2b015","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"247.728000","queue_wait_ms":"0.000000","request_bytes":"2359612"}
{"timestamp":"2026-09-12T08:08:57.809Z","level":"info","event":"request_completed","request_id":"req_gem16_8f162a6f6c666a7adad0ab65fb2fac66","method":"POST","route":"/v1/chat/completions","status":"200","duration_ms":"237.333000","queue_wait_ms":"0.000000","request_bytes":"2359629"}
